iso3c,side_group,year,link_year_source,status3
BEN,Adja,1960,observed,included
BEN,Adja,1961,observed,included
BEN,Adja,1962,observed,included
BEN,Adja,1963,observed,included
BEN,Adja,1964,observed,included
BEN,Adja,1965,observed,included
BEN,Adja,1966,observed,included
BEN,Adja,1967,observed,included
BEN,Adja,1968,observed,excluded
BEN,Adja,1969,observed,excluded
BEN,Adja,1970,observed,included
BEN,Adja,1971,observed,included
BEN,Adja,1972,observed,included
BEN,Adja,1973,observed,included
BEN,Adja,1974,observed,included
BEN,Adja,1975,observed,included
BEN,Adja,1976,observed,included
BEN,Adja,1977,observed,included
BEN,Adja,1978,observed,included
BEN,Adja,1979,observed,included
BEN,Adja,1980,observed,included
BEN,Adja,1981,observed,included
BEN,Adja,1982,observed,included
BEN,Adja,1983,observed,included
BEN,Adja,1984,observed,included
BEN,Adja,1985,observed,included
BEN,Adja,1986,observed,included
BEN,Adja,1987,observed,included
BEN,Adja,1988,observed,included
BEN,Adja,1989,observed,included
BEN,Adja,1990,observed,included
BEN,Adja,1991,observed,included
BEN,Adja,1992,observed,included
BEN,Adja,1993,observed,included
BEN,Adja,1994,observed,included
BEN,Adja,1995,observed,included
BEN,Adja,1996,observed,included
BEN,Adja,1997,observed,included
BEN,Adja,1998,observed,included
BEN,Adja,1999,observed,included
BEN,Adja,2000,observed,included
BEN,Adja,2001,observed,included
BEN,Adja,2002,observed,included
BEN,Adja,2003,observed,included
BEN,Adja,2004,observed,included
BEN,Adja,2005,observed,included
BEN,Adja,2006,observed,included
BEN,Adja,2007,observed,included
BEN,Adja,2008,observed,included
BEN,Adja,2009,observed,included
BEN,Adja,2010,observed,included
BEN,Adja,2011,observed,included
BEN,Adja,2012,observed,included
BEN,Adja,2013,observed,included
BEN,Adja,2014,observed,included
BEN,Adja,2015,observed,included
BEN,Adja,2016,observed,included
BEN,Adja,2017,observed,included
BEN,Adja,2018,carry_forward,included
BEN,Adja,2019,carry_forward,included
BEN,Adja,2020,carry_forward,included
BEN,Adja,2021,carry_forward,included
BEN,Bariba,1960,observed,included
BEN,Bariba,1961,observed,included
BEN,Bariba,1962,observed,included
BEN,Bariba,1963,observed,included
BEN,Bariba,1964,observed,excluded
BEN,Bariba,1965,observed,excluded
BEN,Bariba,1966,observed,excluded
BEN,Bariba,1967,observed,excluded
BEN,Bariba,1968,observed,included
BEN,Bariba,1969,observed,included
BEN,Bariba,1970,observed,included
BEN,Bariba,1971,observed,included
BEN,Bariba,1972,observed,included
BEN,Bariba,1973,observed,included
BEN,Bariba,1974,observed,included
BEN,Bariba,1975,observed,included
BEN,Bariba,1976,observed,included
BEN,Bariba,1977,observed,included
BEN,Bariba,1978,observed,included
BEN,Bariba,1979,observed,included
BEN,Bariba,1980,observed,included
BEN,Bariba,1981,observed,included
BEN,Bariba,1982,observed,included
BEN,Bariba,1983,observed,included
BEN,Bariba,1984,observed,included
BEN,Bariba,1985,observed,included
BEN,Bariba,1986,observed,included
BEN,Bariba,1987,observed,included
BEN,Bariba,1988,observed,included
BEN,Bariba,1989,observed,included
BEN,Bariba,1990,observed,included
BEN,Bariba,1991,observed,included
BEN,Bariba,1992,observed,included
BEN,Bariba,1993,observed,included
BEN,Bariba,1994,observed,included
BEN,Bariba,1995,observed,included
BEN,Bariba,1996,observed,included
BEN,Bariba,1997,observed,included
BEN,Bariba,1998,observed,included
BEN,Bariba,1999,observed,included
BEN,Bariba,2000,observed,included
BEN,Bariba,2001,observed,included
BEN,Bariba,2002,observed,included
BEN,Bariba,2003,observed,included
BEN,Bariba,2004,observed,included
BEN,Bariba,2005,observed,included
BEN,Bariba,2006,observed,included
BEN,Bariba,2007,observed,included
BEN,Bariba,2008,observed,included
BEN,Bariba,2009,observed,included
BEN,Bariba,2010,observed,included
BEN,Bariba,2011,observed,included
BEN,Bariba,2012,observed,included
BEN,Bariba,2013,observed,included
BEN,Bariba,2014,observed,included
BEN,Bariba,2015,observed,included
BEN,Bariba,2016,observed,included
BEN,Bariba,2017,observed,included
BEN,Bariba,2018,carry_forward,included
BEN,Bariba,2019,carry_forward,included
BEN,Bariba,2020,carry_forward,included
BEN,Bariba,2021,carry_forward,included
BEN,Betamaribe,1960,observed,included
BEN,Betamaribe,1961,observed,included
BEN,Betamaribe,1962,observed,included
BEN,Betamaribe,1963,observed,included
BEN,Betamaribe,1964,observed,excluded
BEN,Betamaribe,1965,observed,excluded
BEN,Betamaribe,1966,observed,excluded
BEN,Betamaribe,1967,observed,excluded
BEN,Betamaribe,1968,observed,included
BEN,Betamaribe,1969,observed,included
BEN,Betamaribe,1970,observed,included
BEN,Betamaribe,1971,observed,included
BEN,Betamaribe,1972,observed,included
BEN,Betamaribe,1973,observed,included
BEN,Betamaribe,1974,observed,included
BEN,Betamaribe,1975,observed,included
BEN,Betamaribe,1976,observed,included
BEN,Betamaribe,1977,observed,included
BEN,Betamaribe,1978,observed,included
BEN,Betamaribe,1979,observed,included
BEN,Betamaribe,1980,observed,included
BEN,Betamaribe,1981,observed,included
BEN,Betamaribe,1982,observed,included
BEN,Betamaribe,1983,observed,included
BEN,Betamaribe,1984,observed,included
BEN,Betamaribe,1985,observed,included
BEN,Betamaribe,1986,observed,included
BEN,Betamaribe,1987,observed,included
BEN,Betamaribe,1988,observed,included
BEN,Betamaribe,1989,observed,included
BEN,Betamaribe,1990,observed,included
BEN,Betamaribe,1991,observed,included
BEN,Betamaribe,1992,observed,included
BEN,Betamaribe,1993,observed,included
BEN,Betamaribe,1994,observed,included
BEN,Betamaribe,1995,observed,included
BEN,Betamaribe,1996,observed,included
BEN,Betamaribe,1997,observed,included
BEN,Betamaribe,1998,observed,included
BEN,Betamaribe,1999,observed,included
BEN,Betamaribe,2000,observed,included
BEN,Betamaribe,2001,observed,included
BEN,Betamaribe,2002,observed,included
BEN,Betamaribe,2003,observed,included
BEN,Betamaribe,2004,observed,included
BEN,Betamaribe,2005,observed,included
BEN,Betamaribe,2006,observed,included
BEN,Betamaribe,2007,observed,included
BEN,Betamaribe,2008,observed,included
BEN,Betamaribe,2009,observed,included
BEN,Betamaribe,2010,observed,included
BEN,Betamaribe,2011,observed,included
BEN,Betamaribe,2012,observed,included
BEN,Betamaribe,2013,observed,included
BEN,Betamaribe,2014,observed,included
BEN,Betamaribe,2015,observed,included
BEN,Betamaribe,2016,observed,included
BEN,Betamaribe,2017,observed,included
BEN,Betamaribe,2018,carry_forward,included
BEN,Betamaribe,2019,carry_forward,included
BEN,Betamaribe,2020,carry_forward,included
BEN,Betamaribe,2021,carry_forward,included
BEN,Dendi,1960,observed,included
BEN,Dendi,1961,observed,included
BEN,Dendi,1962,observed,included
BEN,Dendi,1963,observed,included
BEN,Dendi,1964,observed,excluded
BEN,Dendi,1965,observed,excluded
BEN,Dendi,1966,observed,excluded
BEN,Dendi,1967,observed,excluded
BEN,Dendi,1968,observed,included
BEN,Dendi,1969,observed,included
BEN,Dendi,1970,observed,included
BEN,Dendi,1971,observed,included
BEN,Dendi,1972,observed,included
BEN,Dendi,1973,observed,included
BEN,Dendi,1974,observed,included
BEN,Dendi,1975,observed,included
BEN,Dendi,1976,observed,included
BEN,Dendi,1977,observed,included
BEN,Dendi,1978,observed,included
BEN,Dendi,1979,observed,included
BEN,Dendi,1980,observed,included
BEN,Dendi,1981,observed,included
BEN,Dendi,1982,observed,included
BEN,Dendi,1983,observed,included
BEN,Dendi,1984,observed,included
BEN,Dendi,1985,observed,included
BEN,Dendi,1986,observed,included
BEN,Dendi,1987,observed,included
BEN,Dendi,1988,observed,included
BEN,Dendi,1989,observed,included
BEN,Dendi,1990,observed,included
BEN,Dendi,1991,observed,included
BEN,Dendi,1992,observed,included
BEN,Dendi,1993,observed,included
BEN,Dendi,1994,observed,included
BEN,Dendi,1995,observed,included
BEN,Dendi,1996,observed,included
BEN,Dendi,1997,observed,included
BEN,Dendi,1998,observed,included
BEN,Dendi,1999,observed,included
BEN,Dendi,2000,observed,included
BEN,Dendi,2001,observed,included
BEN,Dendi,2002,observed,included
BEN,Dendi,2003,observed,included
BEN,Dendi,2004,observed,included
BEN,Dendi,2005,observed,included
BEN,Dendi,2006,observed,included
BEN,Dendi,2007,observed,included
BEN,Dendi,2008,observed,included
BEN,Dendi,2009,observed,included
BEN,Dendi,2010,observed,included
BEN,Dendi,2011,observed,included
BEN,Dendi,2012,observed,included
BEN,Dendi,2013,observed,included
BEN,Dendi,2014,observed,included
BEN,Dendi,2015,observed,included
BEN,Dendi,2016,observed,included
BEN,Dendi,2017,observed,included
BEN,Dendi,2018,carry_forward,included
BEN,Dendi,2019,carry_forward,included
BEN,Dendi,2020,carry_forward,included
BEN,Dendi,2021,carry_forward,included
BEN,Fon,1960,observed,included
BEN,Fon,1961,observed,included
BEN,Fon,1962,observed,included
BEN,Fon,1963,observed,included
BEN,Fon,1964,observed,included
BEN,Fon,1965,observed,included
BEN,Fon,1966,observed,included
BEN,Fon,1967,observed,included
BEN,Fon,1968,observed,included
BEN,Fon,1969,observed,included
BEN,Fon,1970,observed,included
BEN,Fon,1971,observed,included
BEN,Fon,1972,observed,included
BEN,Fon,1973,observed,included
BEN,Fon,1974,observed,included
BEN,Fon,1975,observed,included
BEN,Fon,1976,observed,included
BEN,Fon,1977,observed,included
BEN,Fon,1978,observed,included
BEN,Fon,1979,observed,included
BEN,Fon,1980,observed,included
BEN,Fon,1981,observed,included
BEN,Fon,1982,observed,included
BEN,Fon,1983,observed,included
BEN,Fon,1984,observed,included
BEN,Fon,1985,observed,included
BEN,Fon,1986,observed,included
BEN,Fon,1987,observed,included
BEN,Fon,1988,observed,included
BEN,Fon,1989,observed,included
BEN,Fon,1990,observed,included
BEN,Fon,1991,observed,included
BEN,Fon,1992,observed,included
BEN,Fon,1993,observed,included
BEN,Fon,1994,observed,included
BEN,Fon,1995,observed,included
BEN,Fon,1996,observed,excluded
BEN,Fon,1997,observed,excluded
BEN,Fon,1998,observed,excluded
BEN,Fon,1999,observed,excluded
BEN,Fon,2000,observed,excluded
BEN,Fon,2001,observed,excluded
BEN,Fon,2002,observed,excluded
BEN,Fon,2003,observed,excluded
BEN,Fon,2004,observed,excluded
BEN,Fon,2005,observed,excluded
BEN,Fon,2006,observed,excluded
BEN,Fon,2007,observed,included
BEN,Fon,2008,observed,included
BEN,Fon,2009,observed,included
BEN,Fon,2010,observed,included
BEN,Fon,2011,observed,included
BEN,Fon,2012,observed,included
BEN,Fon,2013,observed,included
BEN,Fon,2014,observed,included
BEN,Fon,2015,observed,included
BEN,Fon,2016,observed,included
BEN,Fon,2017,observed,included
BEN,Fon,2018,carry_forward,included
BEN,Fon,2019,carry_forward,included
BEN,Fon,2020,carry_forward,included
BEN,Fon,2021,carry_forward,included
BEN,Peulh,1960,observed,included
BEN,Peulh,1961,observed,included
BEN,Peulh,1962,observed,included
BEN,Peulh,1963,observed,included
BEN,Peulh,1964,observed,excluded
BEN,Peulh,1965,observed,excluded
BEN,Peulh,1966,observed,excluded
BEN,Peulh,1967,observed,excluded
BEN,Peulh,1968,observed,included
BEN,Peulh,1969,observed,included
BEN,Peulh,1970,observed,included
BEN,Peulh,1971,observed,included
BEN,Peulh,1972,observed,included
BEN,Peulh,1973,observed,included
BEN,Peulh,1974,observed,included
BEN,Peulh,1975,observed,included
BEN,Peulh,1976,observed,included
BEN,Peulh,1977,observed,included
BEN,Peulh,1978,observed,included
BEN,Peulh,1979,observed,included
BEN,Peulh,1980,observed,included
BEN,Peulh,1981,observed,included
BEN,Peulh,1982,observed,included
BEN,Peulh,1983,observed,included
BEN,Peulh,1984,observed,included
BEN,Peulh,1985,observed,included
BEN,Peulh,1986,observed,included
BEN,Peulh,1987,observed,included
BEN,Peulh,1988,observed,included
BEN,Peulh,1989,observed,included
BEN,Peulh,1990,observed,included
BEN,Peulh,1991,observed,included
BEN,Peulh,1992,observed,included
BEN,Peulh,1993,observed,included
BEN,Peulh,1994,observed,included
BEN,Peulh,1995,observed,included
BEN,Peulh,1996,observed,included
BEN,Peulh,1997,observed,included
BEN,Peulh,1998,observed,included
BEN,Peulh,1999,observed,included
BEN,Peulh,2000,observed,included
BEN,Peulh,2001,observed,included
BEN,Peulh,2002,observed,included
BEN,Peulh,2003,observed,included
BEN,Peulh,2004,observed,included
BEN,Peulh,2005,observed,included
BEN,Peulh,2006,observed,included
BEN,Peulh,2007,observed,included
BEN,Peulh,2008,observed,included
BEN,Peulh,2009,observed,included
BEN,Peulh,2010,observed,included
BEN,Peulh,2011,observed,included
BEN,Peulh,2012,observed,included
BEN,Peulh,2013,observed,included
BEN,Peulh,2014,observed,included
BEN,Peulh,2015,observed,included
BEN,Peulh,2016,observed,included
BEN,Peulh,2017,observed,included
BEN,Peulh,2018,carry_forward,included
BEN,Peulh,2019,carry_forward,included
BEN,Peulh,2020,carry_forward,included
BEN,Peulh,2021,carry_forward,included
BEN,Yoa,1960,observed,included
BEN,Yoa,1961,observed,included
BEN,Yoa,1962,observed,included
BEN,Yoa,1963,observed,included
BEN,Yoa,1964,observed,excluded
BEN,Yoa,1965,observed,excluded
BEN,Yoa,1966,observed,excluded
BEN,Yoa,1967,observed,excluded
BEN,Yoa,1968,observed,included
BEN,Yoa,1969,observed,included
BEN,Yoa,1970,observed,included
BEN,Yoa,1971,observed,included
BEN,Yoa,1972,observed,included
BEN,Yoa,1973,observed,included
BEN,Yoa,1974,observed,included
BEN,Yoa,1975,observed,included
BEN,Yoa,1976,observed,included
BEN,Yoa,1977,observed,included
BEN,Yoa,1978,observed,included
BEN,Yoa,1979,observed,included
BEN,Yoa,1980,observed,included
BEN,Yoa,1981,observed,included
BEN,Yoa,1982,observed,included
BEN,Yoa,1983,observed,included
BEN,Yoa,1984,observed,included
BEN,Yoa,1985,observed,included
BEN,Yoa,1986,observed,included
BEN,Yoa,1987,observed,included
BEN,Yoa,1988,observed,included
BEN,Yoa,1989,observed,included
BEN,Yoa,1990,observed,included
BEN,Yoa,1991,observed,included
BEN,Yoa,1992,observed,included
BEN,Yoa,1993,observed,included
BEN,Yoa,1994,observed,included
BEN,Yoa,1995,observed,included
BEN,Yoa,1996,observed,included
BEN,Yoa,1997,observed,included
BEN,Yoa,1998,observed,included
BEN,Yoa,1999,observed,included
BEN,Yoa,2000,observed,included
BEN,Yoa,2001,observed,included
BEN,Yoa,2002,observed,included
BEN,Yoa,2003,observed,included
BEN,Yoa,2004,observed,included
BEN,Yoa,2005,observed,included
BEN,Yoa,2006,observed,included
BEN,Yoa,2007,observed,included
BEN,Yoa,2008,observed,included
BEN,Yoa,2009,observed,included
BEN,Yoa,2010,observed,included
BEN,Yoa,2011,observed,included
BEN,Yoa,2012,observed,included
BEN,Yoa,2013,observed,included
BEN,Yoa,2014,observed,included
BEN,Yoa,2015,observed,included
BEN,Yoa,2016,observed,included
BEN,Yoa,2017,observed,included
BEN,Yoa,2018,carry_forward,included
BEN,Yoa,2019,carry_forward,included
BEN,Yoa,2020,carry_forward,included
BEN,Yoa,2021,carry_forward,included
BEN,Yoa & Lokpa,1960,observed,included
BEN,Yoa & Lokpa,1961,observed,included
BEN,Yoa & Lokpa,1962,observed,included
BEN,Yoa & Lokpa,1963,observed,included
BEN,Yoa & Lokpa,1964,observed,excluded
BEN,Yoa & Lokpa,1965,observed,excluded
BEN,Yoa & Lokpa,1966,observed,excluded
BEN,Yoa & Lokpa,1967,observed,excluded
BEN,Yoa & Lokpa,1968,observed,included
BEN,Yoa & Lokpa,1969,observed,included
BEN,Yoa & Lokpa,1970,observed,included
BEN,Yoa & Lokpa,1971,observed,included
BEN,Yoa & Lokpa,1972,observed,included
BEN,Yoa & Lokpa,1973,observed,included
BEN,Yoa & Lokpa,1974,observed,included
BEN,Yoa & Lokpa,1975,observed,included
BEN,Yoa & Lokpa,1976,observed,included
BEN,Yoa & Lokpa,1977,observed,included
BEN,Yoa & Lokpa,1978,observed,included
BEN,Yoa & Lokpa,1979,observed,included
BEN,Yoa & Lokpa,1980,observed,included
BEN,Yoa & Lokpa,1981,observed,included
BEN,Yoa & Lokpa,1982,observed,included
BEN,Yoa & Lokpa,1983,observed,included
BEN,Yoa & Lokpa,1984,observed,included
BEN,Yoa & Lokpa,1985,observed,included
BEN,Yoa & Lokpa,1986,observed,included
BEN,Yoa & Lokpa,1987,observed,included
BEN,Yoa & Lokpa,1988,observed,included
BEN,Yoa & Lokpa,1989,observed,included
BEN,Yoa & Lokpa,1990,observed,included
BEN,Yoa & Lokpa,1991,observed,included
BEN,Yoa & Lokpa,1992,observed,included
BEN,Yoa & Lokpa,1993,observed,included
BEN,Yoa & Lokpa,1994,observed,included
BEN,Yoa & Lokpa,1995,observed,included
BEN,Yoa & Lokpa,1996,observed,included
BEN,Yoa & Lokpa,1997,observed,included
BEN,Yoa & Lokpa,1998,observed,included
BEN,Yoa & Lokpa,1999,observed,included
BEN,Yoa & Lokpa,2000,observed,included
BEN,Yoa & Lokpa,2001,observed,included
BEN,Yoa & Lokpa,2002,observed,included
BEN,Yoa & Lokpa,2003,observed,included
BEN,Yoa & Lokpa,2004,observed,included
BEN,Yoa & Lokpa,2005,observed,included
BEN,Yoa & Lokpa,2006,observed,included
BEN,Yoa & Lokpa,2007,observed,included
BEN,Yoa & Lokpa,2008,observed,included
BEN,Yoa & Lokpa,2009,observed,included
BEN,Yoa & Lokpa,2010,observed,included
BEN,Yoa & Lokpa,2011,observed,included
BEN,Yoa & Lokpa,2012,observed,included
BEN,Yoa & Lokpa,2013,observed,included
BEN,Yoa & Lokpa,2014,observed,included
BEN,Yoa & Lokpa,2015,observed,included
BEN,Yoa & Lokpa,2016,observed,included
BEN,Yoa & Lokpa,2017,observed,included
BEN,Yoa & Lokpa,2018,carry_forward,included
BEN,Yoa & Lokpa,2019,carry_forward,included
BEN,Yoa & Lokpa,2020,carry_forward,included
BEN,Yoa & Lokpa,2021,carry_forward,included
BEN,Yoruba,1960,observed,included
BEN,Yoruba,1961,observed,included
BEN,Yoruba,1962,observed,included
BEN,Yoruba,1963,observed,included
BEN,Yoruba,1964,observed,included
BEN,Yoruba,1965,observed,included
BEN,Yoruba,1966,observed,included
BEN,Yoruba,1967,observed,included
BEN,Yoruba,1968,observed,excluded
BEN,Yoruba,1969,observed,excluded
BEN,Yoruba,1970,observed,included
BEN,Yoruba,1971,observed,included
BEN,Yoruba,1972,observed,included
BEN,Yoruba,1973,observed,included
BEN,Yoruba,1974,observed,included
BEN,Yoruba,1975,observed,included
BEN,Yoruba,1976,observed,included
BEN,Yoruba,1977,observed,included
BEN,Yoruba,1978,observed,included
BEN,Yoruba,1979,observed,included
BEN,Yoruba,1980,observed,included
BEN,Yoruba,1981,observed,included
BEN,Yoruba,1982,observed,included
BEN,Yoruba,1983,observed,included
BEN,Yoruba,1984,observed,included
BEN,Yoruba,1985,observed,included
BEN,Yoruba,1986,observed,included
BEN,Yoruba,1987,observed,included
BEN,Yoruba,1988,observed,included
BEN,Yoruba,1989,observed,included
BEN,Yoruba,1990,observed,included
BEN,Yoruba,1991,observed,included
BEN,Yoruba,1992,observed,included
BEN,Yoruba,1993,observed,included
BEN,Yoruba,1994,observed,included
BEN,Yoruba,1995,observed,included
BEN,Yoruba,1996,observed,included
BEN,Yoruba,1997,observed,included
BEN,Yoruba,1998,observed,included
BEN,Yoruba,1999,observed,included
BEN,Yoruba,2000,observed,included
BEN,Yoruba,2001,observed,included
BEN,Yoruba,2002,observed,included
BEN,Yoruba,2003,observed,included
BEN,Yoruba,2004,observed,included
BEN,Yoruba,2005,observed,included
BEN,Yoruba,2006,observed,included
BEN,Yoruba,2007,observed,included
BEN,Yoruba,2008,observed,included
BEN,Yoruba,2009,observed,included
BEN,Yoruba,2010,observed,included
BEN,Yoruba,2011,observed,included
BEN,Yoruba,2012,observed,included
BEN,Yoruba,2013,observed,included
BEN,Yoruba,2014,observed,included
BEN,Yoruba,2015,observed,included
BEN,Yoruba,2016,observed,included
BEN,Yoruba,2017,observed,included
BEN,Yoruba,2018,carry_forward,included
BEN,Yoruba,2019,carry_forward,included
BEN,Yoruba,2020,carry_forward,included
BEN,Yoruba,2021,carry_forward,included
BFA,Dagara,1960,observed,irrelevant
BFA,Dagara,1961,observed,irrelevant
BFA,Dagara,1962,observed,irrelevant
BFA,Dagara,1963,observed,irrelevant
BFA,Dagara,1964,observed,irrelevant
BFA,Dagara,1965,observed,irrelevant
BFA,Dagara,1966,observed,irrelevant
BFA,Dagara,1967,observed,irrelevant
BFA,Dagara,1968,observed,irrelevant
BFA,Dagara,1969,observed,irrelevant
BFA,Dagara,1970,observed,irrelevant
BFA,Dagara,1971,observed,irrelevant
BFA,Dagara,1972,observed,irrelevant
BFA,Dagara,1973,observed,irrelevant
BFA,Dagara,1974,observed,irrelevant
BFA,Dagara,1975,observed,irrelevant
BFA,Dagara,1976,observed,irrelevant
BFA,Dagara,1977,observed,irrelevant
BFA,Dagara,1978,observed,irrelevant
BFA,Dagara,1979,observed,irrelevant
BFA,Dagara,1980,observed,irrelevant
BFA,Dagara,1981,observed,irrelevant
BFA,Dagara,1982,observed,irrelevant
BFA,Dagara,1983,observed,irrelevant
BFA,Dagara,1984,observed,irrelevant
BFA,Dagara,1985,observed,irrelevant
BFA,Dagara,1986,observed,irrelevant
BFA,Dagara,1987,observed,irrelevant
BFA,Dagara,1988,observed,irrelevant
BFA,Dagara,1989,observed,irrelevant
BFA,Dagara,1990,observed,irrelevant
BFA,Dagara,1991,observed,irrelevant
BFA,Dagara,1992,observed,irrelevant
BFA,Dagara,1993,observed,irrelevant
BFA,Dagara,1994,observed,irrelevant
BFA,Dagara,1995,observed,irrelevant
BFA,Dagara,1996,observed,irrelevant
BFA,Dagara,1997,observed,irrelevant
BFA,Dagara,1998,observed,irrelevant
BFA,Dagara,1999,observed,irrelevant
BFA,Dagara,2000,observed,irrelevant
BFA,Dagara,2001,observed,irrelevant
BFA,Dagara,2002,observed,irrelevant
BFA,Dagara,2003,observed,irrelevant
BFA,Dagara,2004,observed,irrelevant
BFA,Dagara,2005,observed,irrelevant
BFA,Dagara,2006,observed,irrelevant
BFA,Dagara,2007,observed,irrelevant
BFA,Dagara,2008,observed,irrelevant
BFA,Dagara,2009,observed,irrelevant
BFA,Dagara,2010,observed,irrelevant
BFA,Dagara,2011,observed,irrelevant
BFA,Dagara,2012,observed,irrelevant
BFA,Dagara,2013,observed,irrelevant
BFA,Dagara,2014,observed,irrelevant
BFA,Dagara,2015,observed,irrelevant
BFA,Dagara,2016,observed,irrelevant
BFA,Dagara,2017,observed,irrelevant
BFA,Dagara,2018,carry_forward,irrelevant
BFA,Dagara,2019,carry_forward,irrelevant
BFA,Dagara,2020,carry_forward,irrelevant
BFA,Dagara,2021,carry_forward,irrelevant
BFA,Gourmantche,1960,observed,irrelevant
BFA,Gourmantche,1961,observed,irrelevant
BFA,Gourmantche,1962,observed,irrelevant
BFA,Gourmantche,1963,observed,irrelevant
BFA,Gourmantche,1964,observed,irrelevant
BFA,Gourmantche,1965,observed,irrelevant
BFA,Gourmantche,1966,observed,irrelevant
BFA,Gourmantche,1967,observed,irrelevant
BFA,Gourmantche,1968,observed,irrelevant
BFA,Gourmantche,1969,observed,irrelevant
BFA,Gourmantche,1970,observed,irrelevant
BFA,Gourmantche,1971,observed,irrelevant
BFA,Gourmantche,1972,observed,irrelevant
BFA,Gourmantche,1973,observed,irrelevant
BFA,Gourmantche,1974,observed,irrelevant
BFA,Gourmantche,1975,observed,irrelevant
BFA,Gourmantche,1976,observed,irrelevant
BFA,Gourmantche,1977,observed,irrelevant
BFA,Gourmantche,1978,observed,irrelevant
BFA,Gourmantche,1979,observed,irrelevant
BFA,Gourmantche,1980,observed,irrelevant
BFA,Gourmantche,1981,observed,irrelevant
BFA,Gourmantche,1982,observed,irrelevant
BFA,Gourmantche,1983,observed,irrelevant
BFA,Gourmantche,1984,observed,irrelevant
BFA,Gourmantche,1985,observed,irrelevant
BFA,Gourmantche,1986,observed,irrelevant
BFA,Gourmantche,1987,observed,irrelevant
BFA,Gourmantche,1988,observed,irrelevant
BFA,Gourmantche,1989,observed,irrelevant
BFA,Gourmantche,1990,observed,irrelevant
BFA,Gourmantche,1991,observed,irrelevant
BFA,Gourmantche,1992,observed,irrelevant
BFA,Gourmantche,1993,observed,irrelevant
BFA,Gourmantche,1994,observed,irrelevant
BFA,Gourmantche,1995,observed,irrelevant
BFA,Gourmantche,1996,observed,irrelevant
BFA,Gourmantche,1997,observed,irrelevant
BFA,Gourmantche,1998,observed,irrelevant
BFA,Gourmantche,1999,observed,irrelevant
BFA,Gourmantche,2000,observed,irrelevant
BFA,Gourmantche,2001,observed,irrelevant
BFA,Gourmantche,2002,observed,irrelevant
BFA,Gourmantche,2003,observed,irrelevant
BFA,Gourmantche,2004,observed,irrelevant
BFA,Gourmantche,2005,observed,irrelevant
BFA,Gourmantche,2006,observed,irrelevant
BFA,Gourmantche,2007,observed,irrelevant
BFA,Gourmantche,2008,observed,irrelevant
BFA,Gourmantche,2009,observed,irrelevant
BFA,Gourmantche,2010,observed,irrelevant
BFA,Gourmantche,2011,observed,irrelevant
BFA,Gourmantche,2012,observed,irrelevant
BFA,Gourmantche,2013,observed,irrelevant
BFA,Gourmantche,2014,observed,irrelevant
BFA,Gourmantche,2015,observed,irrelevant
BFA,Gourmantche,2016,observed,irrelevant
BFA,Gourmantche,2017,observed,irrelevant
BFA,Gourmantche,2018,carry_forward,irrelevant
BFA,Gourmantche,2019,carry_forward,irrelevant
BFA,Gourmantche,2020,carry_forward,irrelevant
BFA,Gourmantche,2021,carry_forward,irrelevant
BFA,Gourmatche,1960,observed,irrelevant
BFA,Gourmatche,1961,observed,irrelevant
BFA,Gourmatche,1962,observed,irrelevant
BFA,Gourmatche,1963,observed,irrelevant
BFA,Gourmatche,1964,observed,irrelevant
BFA,Gourmatche,1965,observed,irrelevant
BFA,Gourmatche,1966,observed,irrelevant
BFA,Gourmatche,1967,observed,irrelevant
BFA,Gourmatche,1968,observed,irrelevant
BFA,Gourmatche,1969,observed,irrelevant
BFA,Gourmatche,1970,observed,irrelevant
BFA,Gourmatche,1971,observed,irrelevant
BFA,Gourmatche,1972,observed,irrelevant
BFA,Gourmatche,1973,observed,irrelevant
BFA,Gourmatche,1974,observed,irrelevant
BFA,Gourmatche,1975,observed,irrelevant
BFA,Gourmatche,1976,observed,irrelevant
BFA,Gourmatche,1977,observed,irrelevant
BFA,Gourmatche,1978,observed,irrelevant
BFA,Gourmatche,1979,observed,irrelevant
BFA,Gourmatche,1980,observed,irrelevant
BFA,Gourmatche,1981,observed,irrelevant
BFA,Gourmatche,1982,observed,irrelevant
BFA,Gourmatche,1983,observed,irrelevant
BFA,Gourmatche,1984,observed,irrelevant
BFA,Gourmatche,1985,observed,irrelevant
BFA,Gourmatche,1986,observed,irrelevant
BFA,Gourmatche,1987,observed,irrelevant
BFA,Gourmatche,1988,observed,irrelevant
BFA,Gourmatche,1989,observed,irrelevant
BFA,Gourmatche,1990,observed,irrelevant
BFA,Gourmatche,1991,observed,irrelevant
BFA,Gourmatche,1992,observed,irrelevant
BFA,Gourmatche,1993,observed,irrelevant
BFA,Gourmatche,1994,observed,irrelevant
BFA,Gourmatche,1995,observed,irrelevant
BFA,Gourmatche,1996,observed,irrelevant
BFA,Gourmatche,1997,observed,irrelevant
BFA,Gourmatche,1998,observed,irrelevant
BFA,Gourmatche,1999,observed,irrelevant
BFA,Gourmatche,2000,observed,irrelevant
BFA,Gourmatche,2001,observed,irrelevant
BFA,Gourmatche,2002,observed,irrelevant
BFA,Gourmatche,2003,observed,irrelevant
BFA,Gourmatche,2004,observed,irrelevant
BFA,Gourmatche,2005,observed,irrelevant
BFA,Gourmatche,2006,observed,irrelevant
BFA,Gourmatche,2007,observed,irrelevant
